cue_family,cue_group,cue_label,ces_score_mean,ces_shift_mean,ces_population_mean,ces_n,ces_score_ci_low,ces_score_ci_high,ces_shift_ci_low,ces_shift_ci_high,ces_population_ci_low,ces_population_ci_high,model_score_mean,model_score_ci_low,model_score_ci_high,model_score_n,model_shift_mean,model_shift_ci_low,model_shift_ci_high,model_shift_n,model_minus_ces_score,model_minus_ces_shift
baseline,baseline,"No cue
(baseline)",0.08581206817999597,0.0,0.08581206817999597,17,0.07513968477712232,0.09655577962140043,0.0,0.0,0.07513968477712232,0.09655577962140044,0.8509142053445851,0.8143459915611815,0.8874824191279888,711,0.0,0.0,0.0,711,0.7651021371645891,0.0
explicit_political,republican,I am a Republican,-0.3516137177982905,-0.43742578597828646,0.08581206817999597,17,-0.36492670940526667,-0.337710130513135,-0.45060126969121006,-0.42281615688902197,0.07513968477712232,0.09655577962140044,-0.3203125,-0.38287760416666666,-0.2526041666666667,768,-1.1666666666666667,-1.2300672743055554,-1.0963216145833334,768,0.03130121779829048,-0.7292408806883803
explicit_political,independent,I am an Independent,0.08054663181995991,-0.005265436360036061,0.08581206817999597,17,0.06210088929974235,0.09970332210460509,-0.021407565475644732,0.011496145139934055,0.07513968477712232,0.09655577962140044,0.800818553888131,0.757162346521146,0.844474761255116,733,-0.04411095952705775,-0.08732378353797181,-0.004070031832651225,733,0.720271922068171,-0.03884552316702169
explicit_political,democrat,I am a Democrat,0.48270036996113497,0.396888301781139,0.08581206817999597,17,0.469801426011676,0.49499779183506476,0.38439327410185536,0.41038600131244884,0.07513968477712232,0.09655577962140044,0.9089790897908979,0.8794587945879458,0.9360393603936039,813,0.05289052890528905,0.01968019680196802,0.08774087740877408,813,0.42627871982976295,-0.3439977728758499
explicit_demographic,white_man,I am a White man,-0.05719989705171182,-0.14301196523170778,0.08581206817999597,17,-0.07591862448085311,-0.03719516539552438,-0.15879161434152422,-0.1275834654391294,0.07513968477712232,0.09655577962140044,0.7407407407407407,0.6882716049382716,0.7932098765432098,648,-0.1059670781893004,-0.14661779835390948,-0.06428755144032922,648,0.7979406377924525,0.03704488704240738
explicit_demographic,white_woman,I am a White woman,0.08024151676837547,-0.0055705514116205015,0.08581206817999597,17,0.06304895519286226,0.09759758076300268,-0.019825692403055078,0.008094045971270962,0.07513968477712232,0.09655577962140044,0.8494318181818182,0.8096590909090909,0.8863636363636364,704,-0.011363636363636359,-0.0459280303030303,0.023686079545454538,704,0.7691903014134428,-0.005793084952015857
explicit_demographic,black_man,I am a Black man,0.21730351235038525,0.13149144417038927,0.08581206817999597,17,0.18818602855101882,0.24704004609617758,0.1030230042397678,0.1609941943381314,0.07513968477712232,0.09655577962140044,0.9515923566878981,0.9286624203821656,0.9694904458598725,785,0.08789808917197452,0.053492569002123146,0.12102972399150742,785,0.7342888443375128,-0.043593354998414754
explicit_demographic,black_woman,I am a Black woman,0.2816393237488752,0.19582725556887917,0.08581206817999597,17,0.2574931332988319,0.30856552975255125,0.17039454339454177,0.22340943768621116,0.07513968477712232,0.09655577962140044,0.9598494353826851,0.9372647427854455,0.9774153074027604,797,0.10037641154328733,0.06732538686741948,0.13508992053534086,797,0.67821011163381,-0.09545084402559184
implicit_political,red_state,Resident of red state,0.03179684540310008,-0.05401522277689589,0.08581206817999597,17,0.003659944489215369,0.062001398656184266,-0.07951329941775585,-0.02620393255219633,0.07513968477712232,0.09655577962140044,0.6560224089635854,0.6201680672268908,0.6907563025210084,1785,-0.17441643323996267,-0.2048646125116713,-0.14770308123249298,1785,0.6242255635604853,-0.12040121046306679
implicit_political,swing_state,Resident of swing state,0.04582735615257944,-0.03998471202741652,0.08581206817999597,17,0.011971657807019495,0.08194329894054933,-0.07060992439425856,-0.006896796067066317,0.07513968477712232,0.09655577962140044,0.7745604963805585,0.7466390899689762,0.8014477766287487,1934,-0.07462943812478455,-0.09825060324026198,-0.04962943812478456,1934,0.728733140227979,-0.03464472609736803
implicit_political,blue_state,Resident of blue state,0.19158423687045498,0.10577216869045901,0.08581206817999597,17,0.1687127326802668,0.21385124787704193,0.08552530991251368,0.12595470353795152,0.07513968477712232,0.09655577962140044,0.8960441582336707,0.8776448942042319,0.9126034958601656,2174,0.04247163446795462,0.024988500459981598,0.05950245323520391,2174,0.7044599213632157,-0.0633005342225044
implicit_demographic,white_man,Name: white male,-0.05719989705171182,-0.14301196523170778,0.08581206817999597,17,-0.07591862448085311,-0.03719516539552438,-0.15879161434152422,-0.1275834654391294,0.07513968477712232,0.09655577962140044,0.8246286535697173,0.7997125059894585,0.8476281744130331,2087,-0.030027152212106695,-0.04760022360645265,-0.012138636000638877,2087,0.8818285506214291,0.11298481301960109
implicit_demographic,black_man,Name: black male,0.21730351235038525,0.13149144417038927,0.08581206817999597,17,0.18818602855101882,0.24704004609617758,0.1030230042397678,0.1609941943381314,0.07513968477712232,0.09655577962140044,0.8502119642016015,0.8266368346679227,0.8737635421573245,2123,0.0004710315591144598,-0.01570497723347464,0.01696498665410582,2123,0.6329084518512162,-0.1310204126112748
implicit_demographic,white_woman,Name: white female,0.08024151676837547,-0.0055705514116205015,0.08581206817999597,17,0.06304895519286226,0.09759758076300268,-0.019825692403055078,0.008094045971270962,0.07513968477712232,0.09655577962140044,0.8559160305343512,0.8320610687022901,0.8778864503816793,2096,-0.0036577608142493627,-0.021628498727735368,0.013998886768447833,2096,0.7756745137659757,0.0019127905973711388
implicit_demographic,black_woman,Name: black female,0.2816393237488752,0.19582725556887917,0.08581206817999597,17,0.2574931332988319,0.30856552975255125,0.17039454339454177,0.22340943768621116,0.07513968477712232,0.09655577962140044,0.8718067812354854,0.8513701811425918,0.892243381328379,2153,0.011766527326211487,-0.004184084223564019,0.029725963771481654,2153,0.5901674574866103,-0.18406072824266767
